OTU ID	SRR20881974	SRR20881975	SRR20881976	SRR20881977	SRR20881978	SRR20881979	SRR20881980	SRR20881981	SRR20881983	SRR20881984	SRR20881985	SRR20881986	SRR20881987	SRR20881988
semibin_SRR8387712.8_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.18795668110550134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387712.32	0.0	0.0	0.0	0.13417539163194173	0.0	0.0	0.0	0.0	0.07724550326816923	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387707.23	0.0	0.04949149889469993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387683.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11865551057425239	0.0	0.0	0.0
semibin_SRR8387683.16	0.0	0.07861804380751103	0.0	0.0	0.0	0.6701412458894728	0.07530176136088153	0.0	0.0	0.23728113864437328	0.0	0.0	0.0	0.11839940107738996
semibin_SRR8387677.66	0.0	0.6964138039938281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387659.60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07143425838425951	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000946.68	0.0	0.0	0.0	0.2193803593740816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000945.4	0.1271601732443069	0.0	0.0	0.0	2.6068372106372286	0.10743784281787308	0.0	6.509045024319924	0.0	0.0	0.0	0.30736238761205953	0.0	0.0
semibin_SRR6000944.44	0.0	0.11662787098620847	0.10481426448813687	0.0	0.0	0.0	0.0	0.0	0.0677199717059202	0.0	0.10461316931183896	0.0	0.0	0.0
semibin_SRR6000931.41	0.0	0.0	0.0	0.0	0.0	0.0	0.19350311458414599	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.93	0.0	0.0	0.0	0.0	0.0	0.0	0.502461746048517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.16	0.0	0.0	0.055626487942369726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17745531906752357	0.0	0.0
semibin_SRR6000911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.9744965029738878	0.0	0.0	0.0	0.5073222763652755	0.0	0.0	0.0
semibin_SRR6000910.14	0.0	1.0816330188693655	1.3280077158127759	0.4974654805519627	0.0	0.0	0.34874700503486383	0.18039949237304412	0.41437345071318177	0.0	0.14007379504863124	0.0	1.1259174975640553	0.0
semibin_SRR6000909.33	0.0	0.0	0.0	0.0	0.0	0.0	0.7399251832586944	0.0	0.1534819271297566	0.0	0.24082648074295127	0.0	0.11084539769940784	0.0
semibin_SRR6000908.41	0.0	0.0	0.0	0.0	0.0	0.14974171867506855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000907.58	0.0	0.14491010295448997	0.0	0.02828848166185579	0.0	0.0	0.0	0.0	0.12855541287063663	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	0.36569998170387763	0.0	0.17356004667153532	0.0	5.899445972535209	0.0	0.0	0.0	0.0	0.26375392832479827	0.48191523525231383	0.0	0.0	0.9149057941809104
semibin_SRR6000905.32	0.0	0.0	0.0	0.17357837748142432	0.0	0.0	0.0	0.0	0.46767721959053377	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000903.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.535714863492609	0.0	0.0	0.0
semibin_SRR6000903.13	0.0	0.8128043953212104	1.0709889650295314	0.42951686840219594	0.0	0.0	0.2693386082132756	0.16479541000122228	0.3623719383509605	0.0	0.12367102616248515	0.0	0.917032281786973	0.0
semibin_SRR6000901.30	0.929221043434542	0.17744591152067296	0.0	0.13392341937614394	0.0	0.0	0.0	0.0	0.10971686733801157	0.0	0.0	0.0	0.07928962913540166	0.0
semibin_SRR6000901.29	0.0	0.11016873846121406	0.10215490767088838	0.0	0.0	0.0	0.0	0.0	0.042981718022897006	0.0	0.10386341732017329	0.0	0.0	0.0
semibin_SRR6000900.32	8.059735874410931	0.0	0.0870281011078509	0.3954014222884037	0.509186632755074	0.9277860317636865	0.0	0.15398273693085515	0.3495052406821964	0.18015207941757785	0.07186600474469658	3.6525945576539267	0.059165527048836354	0.0
semibin_SRR6000900.14	0.2604819849187683	0.08050923290670474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000899.37	0.0	0.0	0.21322365249664962	0.17198237436827812	0.0	0.0	0.0	0.0	0.17383621730899337	0.0	0.18238764706280325	0.0	0.0	0.0
semibin_SRR6000896.44	0.0	0.10498110694950805	0.09732331217993553	0.0	0.0	0.0	0.0	0.0	0.039856276905951074	0.0	0.10422054703661215	0.0	0.0	0.0
semibin_SRR6000894.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5916951464171368	0.0	0.0	0.0
semibin_SRR6000892.71	0.0	0.4765579009210131	0.0	0.23523140474521023	0.0	0.0	0.0	0.6646594382771408	0.2693248070371923	0.0	0.15459356146472744	0.0	0.0	0.0
semibin_SRR5930536.9	0.0	0.0	0.0	0.19572323709676878	0.0	0.0	0.0	0.0	0.5804289620461798	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11046357073119632	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.61_sub	0.0	0.0	0.045535797370246225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7988274104303795	0.0	0.0	0.0
semibin_SRR5930536.22	0.0	0.0	0.0	0.0	0.0	0.07414334928442763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
